map,74.7,0.9,72.2,2.2,96.4,0.1,92.6,0.6
de,65.7,0.6,63.6,1.2,97.5,0.1,93.9,0.2
vb,73.4,0.9,62.5,0.6,96.3,0.2,84.3,0.6
swg,75.7,0.7,64.7,3.0,96.4,0.1,90.5,2.2
la,67.7,0.8,66.6,0.3,96.1,0.2,87.5,0.3
la*,56.4,0.8,38.6,0.3,96.1,0.2,89.5,0.3
