map,111,svhn,63.421,96.24,,map,111,70.526,93.0755,,map,72.1928,92.6205,,map,svhn,66.4964,95.4264
map,111,cifar100,77.631,89.911,,map,222,72.1015,92.5865,,,2.220637144,0.580043533,,,,4.22302484,1.044368374
map,222,svhn,66.557,95.17,,map,333,76.033,91.6565,,,,,,,cifar100,77.8892,89.8146
map,222,cifar100,77.646,90.003,,map,444,71.043,92.7175,,,,,,,,0.283288192,0.243491889
map,333,svhn,73.755,93.709,,map,555,71.2605,93.0665,,,,,,,,,
map,333,cifar100,78.311,89.604,,,,,,,,,,,,,,
map,444,svhn,64.073,95.927,,,,,,,,,,,,,,
map,444,cifar100,78.013,89.508,,,,,,,,,,,,,,
map,555,svhn,64.676,96.086,,,,,,,,,,,,,,
map,555,cifar100,77.845,90.047,,,,,,,,,,,,,,
la,111,svhn,62.777,90.085,,la,111,66.543,87.5935,,la,66.6307,87.5223,,la,svhn,62.9304,89.9864
la,111,cifar100,70.309,85.102,,la,222,66.805,88.035,,,0.257716802,0.347551183,,,,0.375595926,0.323638378
la,222,svhn,63.252,90.412,,la,333,66.4855,87.4425,,,,,,,cifar100,70.331,85.0582
la,222,cifar100,70.358,85.658,,la,444,66.98,87.4725,,,,,,,,0.201455951,0.38414086
la,333,svhn,62.55,90.015,,la,555,66.34,87.068,,,,,,,,,
la,333,cifar100,70.421,84.87,,,,,,,,,,,,,,
la,444,svhn,63.404,89.903,,,,,,,,,,,,,,
la,444,cifar100,70.556,85.042,,,,,,,,,,,,,,
la,555,svhn,62.669,89.517,,,,,,,,,,,,,,
la,555,cifar100,70.011,84.619,,,,,,,,,,,,,,
la_star,111,svhn,35.158,92.141,,la_star,111,38.4335,89.534,,la_star,38.6217,89.5257,,la_star,svhn,35.3748,92.1106
la_star,111,cifar100,41.709,86.927,,la_star,222,38.986,89.94,,,0.290418792,0.273830148,,,,0.368910152,0.25401437
la_star,222,svhn,35.754,92.481,,la_star,333,38.336,89.517,,,,,,,cifar100,41.8686,86.9408
la_star,222,cifar100,42.218,87.399,,la_star,444,38.8785,89.4645,,,,,,,,0.226932369,0.306791786
la_star,333,svhn,34.963,92.168,,la_star,555,38.4745,89.173,,,,,,,,,
la_star,333,cifar100,41.709,86.866,,,,,,,,,,,,,,
la_star,444,svhn,35.776,91.958,,,,,,,,,,,,,,
la_star,444,cifar100,41.981,86.971,,,,,,,,,,,,,,
la_star,555,svhn,35.223,91.805,,,,,,,,,,,,,,
la_star,555,cifar100,41.726,86.541,,,,,,,,,,,,,,
de,111,svhn,57.424,96.527,,de,111,63.595,93.9855,,de,63.5976,93.8978,,de,svhn,57.6698,96.3792
de,111,cifar100,69.766,91.444,,de,222,62.1275,94.1645,,,1.20054599,0.248182796,,,,2.418087922,0.492607044
de,222,svhn,54.9,96.817,,de,333,64.2295,93.7625,,,,,,,cifar100,69.5254,91.4164
de,222,cifar100,69.355,91.512,,de,444,65.212,93.538,,,,,,,,0.211939378,0.093521655
de,333,svhn,58.756,96.238,,de,555,62.824,94.0385,,,,,,,,,
de,333,cifar100,69.703,91.287,,,,,,,,,,,,,,
de,444,svhn,61.146,95.592,,,,,,,,,,,,,,
de,444,cifar100,69.278,91.484,,,,,,,,,,,,,,
de,555,svhn,56.123,96.722,,,,,,,,,,,,,,
de,555,cifar100,69.525,91.355,,,,,,,,,,,,,,
swg,111,svhn,54.278,95.406,,swg,111,61.824,91.1915,,swg,64.6947,90.5135,,swg,svhn,58.594,94.1264
swg,111,cifar100,69.37,86.977,,swg,222,61.07,90.7205,,,2.998767655,2.249964111,,,,4.96632208,2.683362499
swg,222,svhn,52.687,95.544,,swg,333,67.219,86.6515,,,,,,,cifar100,70.7954,86.9006
swg,222,cifar100,69.453,85.897,,swg,444,66.2715,91.5545,,,,,,,,1.763323368,2.113257036
swg,333,svhn,64.609,89.355,,swg,555,67.089,92.4495,,,,,,,,,
swg,333,cifar100,69.829,83.948,,,,,,,,,,,,,,
swg,444,svhn,60.471,94.819,,,,,,,,,,,,,,
swg,444,cifar100,72.072,88.29,,,,,,,,,,,,,,
swg,555,svhn,60.925,95.508,,,,,,,,,,,,,,
swg,555,cifar100,73.253,89.391,,,,,,,,,,,,,,
vb,111,svhn,63.054,84.784,,vb,111,62.5935,84.346,,vb,62.4619,84.3409,,vb,svhn,63.3198,84.627
vb,111,cifar100,62.133,83.908,,vb,222,63.094,83.665,,,0.613395101,0.558812625,,,,1.443579648,1.099042765
vb,222,svhn,65.24,83.215,,vb,333,62.635,84.178,,,,,,,cifar100,61.604,84.0548
vb,222,cifar100,60.948,84.115,,vb,444,61.437,85.215,,,,,,,,0.430513066,0.100790377
vb,333,svhn,63.74,84.272,,vb,555,62.55,84.3005,,,,,,,,,
vb,333,cifar100,61.53,84.084,,,,,,,,,,,,,,
vb,444,svhn,61.222,86.266,,,,,,,,,,,,,,
vb,444,cifar100,61.652,84.164,,,,,,,,,,,,,,
vb,555,svhn,63.343,84.598,,,,,,,,,,,,,,
vb,555,cifar100,61.757,84.003,,,,,,,,,,,,,,
